Date,ret
20200601  17:50:00,1.0136816744531045
20200601  18:00:00,1.013994058637442
20200601  18:10:00,1.014740603495153
20200601  18:20:00,1.013928140514347
20200601  18:30:00,1.0138663375998374
20200601  18:40:00,1.0135995435040042
20200601  18:50:00,1.0124325556210478
20200601  19:00:00,1.0148325524620694
20200601  19:10:00,1.0159206320709104
20200601  19:20:00,1.016562380608677
20200601  19:30:00,1.0176480771070113
20200601  19:40:00,1.017693546175504
20200601  19:50:00,1.0169096913163076
20200601  20:00:00,1.0185559649822171
20200601  20:10:00,1.0175261256642743
20200601  20:20:00,1.0156726217186602
20200601  20:30:00,1.0172289318902303
20200601  20:40:00,1.0180599756799211
20200601  20:50:00,1.0180356376253263
20200601  21:00:00,1.016969868258205
20200601  21:10:00,1.0159415400660514
20200601  21:20:00,1.0174239827947225
20200601  21:30:00,1.016380696999885
20200601  21:40:00,1.015691361895163
20200601  21:50:00,1.01299565139368
20200602  15:30:00,1.0174146283666896
20200602  15:40:00,1.0170964782853764
20200602  15:50:00,1.020738509778345
20200602  16:00:00,1.0219626744533956
20200602  16:10:00,1.0236724065614737
20200602  16:20:00,1.0273813658641526
20200602  16:30:00,1.0265082565632764
20200602  16:40:00,1.0204439244459462
20200602  16:50:00,1.0227713862188283
20200602  17:00:00,1.0180760490723855
20200602  17:10:00,1.0187473587621174
20200602  17:20:00,1.0194213403296817
20200602  17:30:00,1.0201684830938536
20200602  17:40:00,1.01942815687088
20200602  17:50:00,1.0177021429129338
20200602  18:00:00,1.0180976941604034
20200602  18:10:00,1.0199744319051804
20200602  18:20:00,1.021859179870928
20200602  18:30:00,1.0211725144343393
20200602  18:40:00,1.0214653021488709
20200602  18:50:00,1.0217141074895975
20200602  19:00:00,1.0227765022599582
20200602  19:10:00,1.0224337768513567
20200602  19:20:00,1.0216515872356746
20200602  19:30:00,1.0215418936451697
20200602  19:40:00,1.0211799593441313
20200602  19:50:00,1.019987377527606
20200602  20:00:00,1.0190413175884938
20200602  20:10:00,1.0199772531974978
20200602  20:20:00,1.0194451611139665
20200602  20:30:00,1.0170880125741706
20200602  20:40:00,1.018710386145472
20200602  20:50:00,1.0203040444923297
20200602  21:00:00,1.0189152719477568
20200602  21:10:00,1.0200581117148453
20200602  21:20:00,1.0179567540685999
20200602  21:30:00,1.019211960288332
20200602  21:40:00,1.0196191163962127
20200602  21:50:00,1.0225140228389085
20200603  15:30:00,1.039141056123138
20200603  15:40:00,1.0406213046965183
20200603  15:50:00,1.0446243350002207
20200603  16:00:00,1.0470711434104385
20200603  16:10:00,1.0467622925652347
20200603  16:20:00,1.0483569336853955
20200603  16:30:00,1.0484607903795486
20200603  16:40:00,1.050268325670632
20200603  16:50:00,1.0501738340531601
20200603  17:00:00,1.0514970488273319
20200603  17:10:00,1.0516488589992532
20200603  17:20:00,1.0504476306259054
20200603  17:30:00,1.0523650576307686
20200603  17:40:00,1.0510524056806858
20200603  17:50:00,1.050398389026937
20200603  18:00:00,1.0490087813979512
20200603  18:10:00,1.0488453846537036
20200603  18:20:00,1.0470642587092203
20200603  18:30:00,1.0479220732806394
20200603  18:40:00,1.046510729182978
20200603  18:50:00,1.044996435257034
20200603  19:00:00,1.0459650939489333
20200603  19:10:00,1.0462651784874486
20200603  19:20:00,1.046425899627628
20200603  19:30:00,1.0466037955456216
20200603  19:40:00,1.0455881605423238
20200603  19:50:00,1.0453567334068983
20200603  20:00:00,1.046988520628795
20200603  20:10:00,1.0465327966786286
20200603  20:20:00,1.0472011441346833
20200603  20:30:00,1.0473332562638393
20200603  20:40:00,1.047095873341758
20200603  20:50:00,1.0462039592957597
20200603  21:00:00,1.0470791894317482
20200603  21:10:00,1.0481431576553186
20200603  21:20:00,1.0494261234854316
20200603  21:30:00,1.0502460530292816
20200603  21:40:00,1.049157761686865
20200603  21:50:00,1.0468811511894438
20200604  15:30:00,1.0390226377301177
20200604  15:40:00,1.0422071389700582
20200604  15:50:00,1.0446587139634897
20200604  16:00:00,1.0457539737241965
20200604  16:10:00,1.047991648984164
20200604  16:20:00,1.04899515331626
20200604  16:30:00,1.054612597029285
20200604  16:40:00,1.0562021774710098
20200604  16:50:00,1.05694443689377
20200604  17:00:00,1.0539418663828881
20200604  17:10:00,1.0486788134088216
20200604  17:20:00,1.048911647446456
20200604  17:30:00,1.0519133546968231
20200604  17:40:00,1.0501702860725977
20200604  17:50:00,1.053011044708862
20200604  18:00:00,1.0534097472510322
20200604  18:10:00,1.0542512520704554
20200604  18:20:00,1.0539648441174856
20200604  18:30:00,1.0528919951766562
20200604  18:40:00,1.05144031819355
20200604  18:50:00,1.0514035665685362
20200604  19:00:00,1.0539780304937254
20200604  19:10:00,1.054882110215691
20200604  19:20:00,1.0553543121393991
20200604  19:30:00,1.0575931372172964
20200604  19:40:00,1.0595488796951065
20200604  19:50:00,1.0598040347136923
20200604  20:00:00,1.0581006643024087
20200604  20:10:00,1.061222625184806
20200604  20:20:00,1.0600907454740718
20200604  20:30:00,1.0591305841011767
20200604  20:40:00,1.0607501494494318
20200604  20:50:00,1.0566818868241161
20200604  21:00:00,1.05308127751904
20200604  21:10:00,1.0503911960288024
20200604  21:20:00,1.051131935153163
20200604  21:30:00,1.0511959700464053
20200604  21:40:00,1.0521501339465171
20200604  21:50:00,1.0574780711421612
20200605  15:30:00,1.0946151515415967
20200605  15:40:00,1.0969875259677295
20200605  15:50:00,1.0956619588118786
20200605  16:00:00,1.1000336598324956
20200605  16:10:00,1.100823093085501
20200605  16:20:00,1.1011916330589633
20200605  16:30:00,1.1020384114532777
20200605  16:40:00,1.1042653519000207
20200605  16:50:00,1.1055399433989839
20200605  17:00:00,1.1058695237224514
20200605  17:10:00,1.1047389692758736
20200605  17:20:00,1.106571710743196
20200605  17:30:00,1.104565581937431
20200605  17:40:00,1.102572799729188
20200605  17:50:00,1.1035790059094337
20200605  18:00:00,1.102430411625306
20200605  18:10:00,1.0982035520298965
20200605  18:20:00,1.1002729592335239
20200605  18:30:00,1.10297255090998
20200605  18:40:00,1.102107062707357
20200605  18:50:00,1.1012243972429825
20200605  19:00:00,1.1013310663853675
20200605  19:10:00,1.1025387332330139
20200605  19:20:00,1.1036475029672548
20200605  19:30:00,1.1027621578199007
20200605  19:40:00,1.1023577537079512
20200605  19:50:00,1.1014955257792844
20200605  20:00:00,1.1026704601013646
20200605  20:10:00,1.1015633579070307
20200605  20:20:00,1.1026254506581512
20200605  20:30:00,1.1015216809681156
20200605  20:40:00,1.102192529719036
20200605  20:50:00,1.0997545547327174
20200605  21:00:00,1.0969293796499568
20200605  21:10:00,1.0935434485192643
20200605  21:20:00,1.0955369965075663
20200605  21:30:00,1.0922729500097785
20200605  21:40:00,1.0916262650189554
20200605  21:50:00,1.0937593117251985
20200608  15:30:00,1.1079354215191035
20200608  15:40:00,1.1087131199872473
20200608  15:50:00,1.1094239706360693
20200608  16:00:00,1.1091430517832044
20200608  16:10:00,1.110980473897225
20200608  16:20:00,1.1077756625896706
20200608  16:30:00,1.1062390027790785
20200608  16:40:00,1.109119907187622
20200608  16:50:00,1.1108024435472172
20200608  17:00:00,1.11307023269813
20200608  17:10:00,1.1159145038635918
20200608  17:20:00,1.1156659994095985
20200608  17:30:00,1.1129871511015796
20200608  17:40:00,1.1147587629671372
20200608  17:50:00,1.1149810800738065
20200608  18:00:00,1.1184605923431798
20200608  18:10:00,1.1178542716530933
20200608  18:20:00,1.1175409258178004
20200608  18:30:00,1.1181501105618694
20200608  18:40:00,1.118079528546297
20200608  18:50:00,1.1193871779440037
20200608  19:00:00,1.120700427771764
20200608  19:10:00,1.1216238511827747
20200608  19:20:00,1.121275367447832
20200608  19:30:00,1.1233436021571734
20200608  19:40:00,1.1222648313733137
20200608  19:50:00,1.119984777441176
20200608  20:00:00,1.1197592663935352
20200608  20:10:00,1.1222008290430696
20200608  20:20:00,1.1234894349716091
20200608  20:30:00,1.1217784155968726
20200608  20:40:00,1.1224744287676973
20200608  20:50:00,1.1243450978052028
20200608  21:00:00,1.1230607242886532
20200608  21:10:00,1.123173221023923
20200608  21:20:00,1.1233752381294042
20200608  21:30:00,1.125323814184233
20200608  21:40:00,1.1245900374461848
20200608  21:50:00,1.1274865240688936
20200609  15:30:00,1.1133860719197743
20200609  15:40:00,1.108782548358547
20200609  15:50:00,1.1122247184345566
20200609  16:00:00,1.1114413902251048
20200609  16:10:00,1.1157501254441828
20200609  16:20:00,1.1197105651785562
20200609  16:30:00,1.1190111311650563
20200609  16:40:00,1.122030335097006
20200609  16:50:00,1.1223808180717343
20200609  17:00:00,1.1192757400115805
20200609  17:10:00,1.1175749314633956
20200609  17:20:00,1.1205379492048955
20200609  17:30:00,1.1192077291195144
20200609  17:40:00,1.1163510290700454
20200609  17:50:00,1.1161174282081703
20200609  18:00:00,1.1172520312531637
20200609  18:10:00,1.1175001408045873
20200609  18:20:00,1.1210245665922731
20200609  18:30:00,1.119850858583674
20200609  18:40:00,1.1202843191866176
20200609  18:50:00,1.1218221656578136
20200609  19:00:00,1.1231718526714836
20200609  19:10:00,1.1220428011710608
20200609  19:20:00,1.1253975283391704
20200609  19:30:00,1.1274667264459928
20200609  19:40:00,1.1283567515476567
20200609  19:50:00,1.1276192364556752
20200609  20:00:00,1.1249729299766476
20200609  20:10:00,1.1230302696986203
20200609  20:20:00,1.1203877341349018
20200609  20:30:00,1.1208467405772409
20200609  20:40:00,1.1214063867837643
20200609  20:50:00,1.1244605490989992
20200609  21:00:00,1.1241499869197242
20200609  21:10:00,1.1260539783533412
20200609  21:20:00,1.1266983336604774
20200609  21:30:00,1.1243652597211957
20200609  21:40:00,1.122784958228199
20200609  21:50:00,1.1163523320577704
20200610  15:30:00,1.132635840604013
20200610  15:40:00,1.1231762359024777
20200610  15:50:00,1.1220846989345383
20200610  16:00:00,1.1200494404170926
20200610  16:10:00,1.1135490671820578
20200610  16:20:00,1.1111432300718076
20200610  16:30:00,1.1146031466178445
20200610  16:40:00,1.1115972968507835
20200610  16:50:00,1.107806971899514
20200610  17:00:00,1.1120313567706015
20200610  17:10:00,1.1095929517829584
20200610  17:20:00,1.109997793916682
20200610  17:30:00,1.110906920718065
20200610  17:40:00,1.1121189055415075
20200610  17:50:00,1.1144514861634793
20200610  18:00:00,1.1160010908920717
20200610  18:10:00,1.1183721662008408
20200610  18:20:00,1.1182385596869073
20200610  18:30:00,1.1157871010621354
20200610  18:40:00,1.1169032597621862
20200610  18:50:00,1.1184494869703765
20200610  19:00:00,1.1181836277926283
20200610  19:10:00,1.1187098089048315
20200610  19:20:00,1.1146266014891735
20200610  19:30:00,1.1143352117080174
20200610  19:40:00,1.1150123363641844
20200610  19:50:00,1.1148622946376865
20200610  20:00:00,1.1207202016362452
20200610  20:10:00,1.1243440952414965
20200610  20:20:00,1.1227553396462866
20200610  20:30:00,1.118763834996772
20200610  20:40:00,1.1168640111822012
20200610  20:50:00,1.1121497048781208
20200610  21:00:00,1.114404885232344
20200610  21:10:00,1.1158350352805368
20200610  21:20:00,1.1171759952139793
20200610  21:30:00,1.1159164237608388
20200610  21:40:00,1.1139220140136756
20200610  21:50:00,1.113243996086075
20200611  15:30:00,1.0610006369614935
20200611  15:40:00,1.0582891815049227
20200611  15:50:00,1.0600999103359303
20200611  16:00:00,1.0563748501295105
20200611  16:10:00,1.0575672429311287
20200611  16:20:00,1.056007964670082
20200611  16:30:00,1.0578685283924474
20200611  16:40:00,1.0534526449664623
20200611  16:50:00,1.0514547063459245
20200611  17:00:00,1.0483291625776316
20200611  17:10:00,1.048307467339126
20200611  17:20:00,1.0466392515978995
20200611  17:30:00,1.043519153396315
20200611  17:40:00,1.0408355594800895
20200611  17:50:00,1.039229807140957
20200611  18:00:00,1.0374193111158945
20200611  18:10:00,1.0313749438037276
20200611  18:20:00,1.0289695407058617
20200611  18:30:00,1.0343198892305374
20200611  18:40:00,1.0290723352898297
20200611  18:50:00,1.0268774066958861
20200611  19:00:00,1.030670780379617
20200611  19:10:00,1.032390888549697
20200611  19:20:00,1.0321813656158303
20200611  19:30:00,1.0314261138847733
20200611  19:40:00,1.0295257664208557
20200611  19:50:00,1.03165264927218
20200611  20:00:00,1.0287430418282544
20200611  20:10:00,1.0274573392339346
20200611  20:20:00,1.0278849064971645
20200611  20:30:00,1.023414779740249
20200611  20:40:00,1.0214796572615978
20200611  20:50:00,1.0181572975382933
20200611  21:00:00,1.0212583578719683
20200611  21:10:00,1.0183534657383961
20200611  21:20:00,1.0140274754164582
20200611  21:30:00,1.0127709344771607
20200611  21:40:00,1.0176143222882346
20200611  21:50:00,1.0137159779206506
20200612  15:30:00,1.0571399598014024
20200612  15:40:00,1.0586394844794107
20200612  15:50:00,1.056890887626409
20200612  16:00:00,1.0579529935261194
20200612  16:10:00,1.0527172983327524
20200612  16:20:00,1.0487829726342432
20200612  16:30:00,1.041949745542472
20200612  16:40:00,1.044819422560881
20200612  16:50:00,1.031669022482945
20200612  17:00:00,1.0328451027241734
20200612  17:10:00,1.024251013887897
20200612  17:20:00,1.0286519627213886
20200612  17:30:00,1.0349200792207505
20200612  17:40:00,1.0361720690138396
20200612  17:50:00,1.0402569394349088
20200612  18:00:00,1.0434160522307239
20200612  18:10:00,1.043544520907292
20200612  18:20:00,1.0410347771825923
20200612  18:30:00,1.0381070890018915
20200612  18:40:00,1.0353243588310588
20200612  18:50:00,1.0388723134034805
20200612  19:00:00,1.0343602197227857
20200612  19:10:00,1.0326815378178233
20200612  19:20:00,1.0312151227423085
20200612  19:30:00,1.0250205573078655
20200612  19:40:00,1.0185323299045472
20200612  19:50:00,1.0147785189770155
20200612  20:00:00,1.0143373985456785
20200612  20:10:00,1.021438769313741
20200612  20:20:00,1.0219609926178996
20200612  20:30:00,1.0231683991682774
20200612  20:40:00,1.0247209072986716
20200612  20:50:00,1.0257267216626933
20200612  21:00:00,1.0312707640697756
20200612  21:10:00,1.030663840782224
20200612  21:20:00,1.0270966695032255
20200612  21:30:00,1.031530416865178
20200612  21:40:00,1.039348632157052
20200612  21:50:00,1.04216695504942
20200615  15:30:00,1.0140770476359613
20200615  15:40:00,1.0149537909873108
20200615  15:50:00,1.0195817001843939
20200615  16:00:00,1.0267348222283632
20200615  16:10:00,1.0299406509098032
20200615  16:20:00,1.02757556164996
20200615  16:30:00,1.026499366591907
20200615  16:40:00,1.0334456952833702
20200615  16:50:00,1.0384563303108578
20200615  17:00:00,1.045050548872709
20200615  17:10:00,1.0421030990396305
20200615  17:20:00,1.0427761137492046
20200615  17:30:00,1.0436196726786677
20200615  17:40:00,1.0403418953271941
20200615  17:50:00,1.042996870549711
20200615  18:00:00,1.0483455751154138
20200615  18:10:00,1.052854534228617
20200615  18:20:00,1.0531125429463617
20200615  18:30:00,1.0512346102288683
20200615  18:40:00,1.054595198542999
20200615  18:50:00,1.0562947297213077
20200615  19:00:00,1.0611992795000615
20200615  19:10:00,1.0633009214100482
20200615  19:20:00,1.0626280029191952
20200615  19:30:00,1.0624394070170506
20200615  19:40:00,1.05670469868452
20200615  19:50:00,1.0572494235839747
20200615  20:00:00,1.0742064131602949
20200615  20:10:00,1.0758556919388618
20200615  20:20:00,1.0747756021007402
20200615  20:30:00,1.0720836992380176
20200615  20:40:00,1.0725638694838853
20200615  20:50:00,1.0700534856667503
20200615  21:00:00,1.0736171517567772
20200615  21:10:00,1.0738276487022422
20200615  21:20:00,1.0682099209142066
20200615  21:30:00,1.0651780978382743
20200615  21:40:00,1.0678943449878147
20200615  21:50:00,1.0711389307470869
20200616  15:30:00,1.111715535832985
20200616  15:40:00,1.109735658571718
20200616  15:50:00,1.1113148395379773
20200616  16:00:00,1.1135612760734217
20200616  16:10:00,1.1151778287936884
20200616  16:20:00,1.114460201806932
20200616  16:30:00,1.1083614706790448
20200616  16:40:00,1.1034010795297235
20200616  16:50:00,1.0883534170601301
20200616  17:00:00,1.0912610241608756
20200616  17:10:00,1.0972141250908203
20200616  17:20:00,1.0997132065863955
20200616  17:30:00,1.0988735560787053
20200616  17:40:00,1.1010705394171718
20200616  17:50:00,1.0982946117899228
20200616  18:00:00,1.094498125919581
20200616  18:10:00,1.0959045777215928
20200616  18:20:00,1.1002982491156041
20200616  18:30:00,1.104456849961686
20200616  18:40:00,1.103200705615974
20200616  18:50:00,1.1005946861695213
20200616  19:00:00,1.1011637642911623
20200616  19:10:00,1.1025573802005324
20200616  19:20:00,1.101242296399549
20200616  19:30:00,1.097528705160497
20200616  19:40:00,1.0995440483667083
20200616  19:50:00,1.097398210454195
20200616  20:00:00,1.0997572451190003
20200616  20:10:00,1.1017873784285912
20200616  20:20:00,1.0985585395366098
20200616  20:30:00,1.101645321082455
20200616  20:40:00,1.0998152089907687
20200616  20:50:00,1.1002929389475133
20200616  21:00:00,1.097306999231623
20200616  21:10:00,1.0950165004004957
20200616  21:20:00,1.1014084621971865
20200616  21:30:00,1.1018905011045959
20200616  21:40:00,1.0991475526732362
20200616  21:50:00,1.102043682355791
20200617  15:30:00,1.1078769689948265
20200617  15:40:00,1.1082754752042165
20200617  15:50:00,1.1032333900927451
20200617  16:00:00,1.1063149562833745
20200617  16:10:00,1.1006956394356835
20200617  16:20:00,1.0991815296363774
20200617  16:30:00,1.1021420057212488
20200617  16:40:00,1.1020596654945374
20200617  16:50:00,1.1023533555538592
20200617  17:00:00,1.1018946774189342
20200617  17:10:00,1.100718264087798
20200617  17:20:00,1.0986627178889565
20200617  17:30:00,1.1020921869821865
20200617  17:40:00,1.1026412421435459
20200617  17:50:00,1.1040961068766681
20200617  18:00:00,1.1039417303813146
20200617  18:10:00,1.1027339652970818
20200617  18:20:00,1.1031929998468546
20200617  18:30:00,1.1038241332502403
20200617  18:40:00,1.1039975829657827
20200617  18:50:00,1.1050854703131354
20200617  19:00:00,1.1066908329797287
20200617  19:10:00,1.1072413167679949
20200617  19:20:00,1.1077864200982364
20200617  19:30:00,1.1072420899654543
20200617  19:40:00,1.1065120893442804
20200617  19:50:00,1.1061726617651966
20200617  20:00:00,1.1056867410246793
20200617  20:10:00,1.104409482399539
20200617  20:20:00,1.1045686237561254
20200617  20:30:00,1.1037161036685772
20200617  20:40:00,1.1057311119657165
20200617  20:50:00,1.1024017722394728
20200617  21:00:00,1.1017136498567104
20200617  21:10:00,1.1006961469849612
20200617  21:20:00,1.0961012328058568
20200617  21:30:00,1.0973017358973325
20200617  21:40:00,1.0942908511626992
20200617  21:50:00,1.0962900109783513
20200618  15:30:00,1.0888387058905706
20200618  15:40:00,1.0962437606810207
20200618  15:50:00,1.0954817735880409
20200618  16:00:00,1.102390541728805
20200618  16:10:00,1.1037856111405602
20200618  16:20:00,1.1022086523562968
20200618  16:30:00,1.1034308638819867
20200618  16:40:00,1.1043665919269932
20200618  16:50:00,1.1042306750495892
20200618  17:00:00,1.1020268162439648
20200618  17:10:00,1.1005802336250847
20200618  17:20:00,1.0987411865055192
20200618  17:30:00,1.0984255076421032
20200618  17:40:00,1.0991980824985665
20200618  17:50:00,1.095877553347372
20200618  18:00:00,1.0949157962745677
20200618  18:10:00,1.0955897319406016
20200618  18:20:00,1.0971255430318345
20200618  18:30:00,1.0952332327601675
20200618  18:40:00,1.0956015414188616
20200618  18:50:00,1.095700759046935
20200618  19:00:00,1.0960520890238616
20200618  19:10:00,1.0967265225334217
20200618  19:20:00,1.0958381251894493
20200618  19:30:00,1.0972126716567656
20200618  19:40:00,1.0974510196976335
20200618  19:50:00,1.0973401315337046
20200618  20:00:00,1.095370087947042
20200618  20:10:00,1.0952979144872343
20200618  20:20:00,1.0971968456991492
20200618  20:30:00,1.0974925123302508
20200618  20:40:00,1.096475998025647
20200618  20:50:00,1.0954572062363415
20200618  21:00:00,1.0927387571586429
20200618  21:10:00,1.093607326980773
20200618  21:20:00,1.0942384740866606
20200618  21:30:00,1.0952018269996335
20200618  21:40:00,1.0944639738434396
20200618  21:50:00,1.0968983461601185
20200619  15:30:00,1.1172314875854157
20200619  15:40:00,1.1187258669681255
20200619  15:50:00,1.1180279777668154
20200619  16:00:00,1.1203419893481
20200619  16:10:00,1.122589186381009
20200619  16:20:00,1.1242296267768748
20200619  16:30:00,1.1206802543711316
20200619  16:40:00,1.1200722996603578
20200619  16:50:00,1.1189111459239927
20200619  17:00:00,1.1197462337669275
20200619  17:10:00,1.1181480452013128
20200619  17:20:00,1.117230331665614
20200619  17:30:00,1.1165790892608958
20200619  17:40:00,1.1179423568793736
20200619  17:50:00,1.117695564204704
20200619  18:00:00,1.1144218357820463
20200619  18:10:00,1.106758549497035
20200619  18:20:00,1.1055769457635611
20200619  18:30:00,1.105920309453884
20200619  18:40:00,1.106836265331767
20200619  18:50:00,1.1085140116826686
20200619  19:00:00,1.1077219663542868
20200619  19:10:00,1.1064591778781219
20200619  19:20:00,1.1055224575767415
20200619  19:30:00,1.1046424842572133
20200619  19:40:00,1.1033197499728333
20200619  19:50:00,1.1006416644034136
20200619  20:00:00,1.0983017360323784
20200619  20:10:00,1.0956357303326358
20200619  20:20:00,1.0977537317419344
20200619  20:30:00,1.102338273162404
20200619  20:40:00,1.1042434575537063
20200619  20:50:00,1.1043449285388725
20200619  21:00:00,1.1029858582852328
20200619  21:10:00,1.1062022568875518
20200619  21:20:00,1.104881312383476
20200619  21:30:00,1.1026318482387305
20200619  21:40:00,1.0975267119017922
20200619  21:50:00,1.0943009459897093
20200622  15:30:00,1.0860018008222319
20200622  15:40:00,1.0901112354778735
20200622  15:50:00,1.0925521267096907
